transferid,organid,fromhospitalid,tohospitalid,pickuptime,deliverytime,transportationmode,preservation,conditiononarrival
9990878,333969,11,16,2020-12-18 02:11:27,2020-12-18 06:04:27,Charter Jet,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990879,333392,9,40,2023-12-06 08:12:50,2023-12-06 16:13:50,Charter Jet,Cryopreservation,Excellent - No signs of damage or degradation
9990880,333870,17,10,2018-08-23 12:12:25,2018-08-24 00:12:25,Air Transport (Commercial),Cryopreservation,Good - Minor superficial bruising - viable
9990881,334117,44,18,2025-05-20 05:36:28,2025-05-20 22:10:28,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990882,334097,44,26,2024-10-23 15:09:11,2024-10-24 03:47:11,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990883,333852,41,12,2020-09-01 22:27:04,2020-09-02 07:34:04,Helicopter,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990884,334143,6,14,2025-04-13 20:47:41,2025-04-14 06:33:41,Helicopter,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990885,333339,43,45,2022-07-10 07:02:45,2022-07-10 10:03:45,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990886,334316,36,18,2018-06-09 20:57:34,2018-06-10 20:37:34,Medical Courier Service,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990887,333600,21,2,2025-05-18 23:19:06,2025-05-19 20:19:06,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990888,334252,22,14,2020-06-15 01:17:16,2020-06-15 21:07:16,Helicopter,Cryopreservation,Good - Minor superficial bruising - viable
9990889,333697,9,30,2020-03-06 23:35:24,2020-03-07 12:40:24,Charter Jet,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990890,333389,1,48,2018-10-23 08:03:28,2018-10-23 15:52:28,Helicopter,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990891,333665,24,31,2018-11-12 14:14:27,2018-11-13 11:30:27,Helicopter,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990892,334153,9,45,2020-12-24 01:17:44,2020-12-24 04:32:44,Helicopter,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990893,333861,8,21,2023-08-29 23:59:00,2023-08-30 04:15:00,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990894,334117,27,22,2020-11-25 03:26:32,2020-11-25 08:44:32,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990895,334320,39,27,2021-05-05 01:17:53,2021-05-05 07:28:53,Specialized Ambulance,Cryopreservation,Excellent - No signs of damage or degradation
9990896,333762,18,24,2023-04-26 10:21:14,2023-04-27 09:17:14,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990897,334160,30,8,2020-12-18 08:09:18,2020-12-18 15:50:18,Helicopter,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990898,334077,38,47,2018-08-20 14:08:26,2018-08-21 04:29:26,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990899,333453,23,31,2021-06-30 17:15:51,2021-06-30 20:02:51,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990900,333961,7,5,2022-08-29 04:59:52,2022-08-29 11:50:52,Charter Jet,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990901,333481,50,35,2021-02-13 07:55:33,2021-02-13 23:55:33,Helicopter,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990902,333921,36,16,2024-08-08 19:23:23,2024-08-09 12:40:23,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990903,333994,13,18,2024-12-18 19:57:43,2024-12-19 20:56:43,Helicopter,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990904,333920,18,44,2022-05-23 03:09:50,2022-05-23 13:16:50,Specialized Ambulance,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990905,333474,36,23,2021-08-22 02:45:52,2021-08-22 22:14:52,Helicopter,Cryopreservation,Excellent - No signs of damage or degradation
9990906,333994,26,15,2019-04-12 21:52:48,2019-04-13 03:27:48,Medical Courier Service,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990907,334142,6,10,2019-11-04 18:42:10,2019-11-05 19:16:10,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990908,333628,47,4,2021-07-17 06:16:31,2021-07-17 09:21:31,Helicopter,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990909,334224,7,44,2018-10-25 00:33:39,2018-10-25 16:59:39,Charter Jet,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990910,333555,32,17,2024-05-16 05:12:39,2024-05-17 02:27:39,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990911,333624,41,27,2021-09-05 00:20:22,2021-09-05 07:13:22,Helicopter,Cryopreservation,Compromised - Significant ischemic injury
9990912,333761,22,20,2019-06-01 09:36:34,2019-06-01 17:32:34,Medical Courier Service,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990913,334307,18,21,2022-06-24 14:01:09,2022-06-25 12:51:09,Medical Courier Service,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990914,333791,45,32,2020-07-20 20:45:56,2020-07-21 13:41:56,Charter Jet,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990915,333393,36,19,2023-08-22 10:54:08,2023-08-23 03:56:08,Helicopter,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990916,333621,3,27,2022-11-14 13:47:43,2022-11-15 04:54:43,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990917,334333,48,15,2020-11-27 03:01:06,2020-11-27 22:03:06,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990918,334217,37,24,2019-01-15 10:53:47,2019-01-15 22:02:47,Charter Jet,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990919,334221,38,39,2025-02-17 12:50:56,2025-02-18 08:52:56,Charter Jet,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990920,333362,8,4,2024-05-01 02:53:33,2024-05-01 19:33:33,Helicopter,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990921,334305,44,50,2025-04-02 01:25:45,2025-04-02 14:04:45,Charter Jet,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990922,334027,28,17,2019-10-23 14:00:48,2019-10-24 13:41:48,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990923,333926,17,12,2024-11-08 00:53:24,2024-11-09 01:34:24,Helicopter,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990924,333528,21,18,2023-11-12 04:46:00,2023-11-12 12:18:00,Specialized Ambulance,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990925,334298,2,17,2018-07-16 06:37:58,2018-07-17 03:47:58,Specialized Ambulance,Cryopreservation,Good - Minor superficial bruising - viable
9990926,333784,23,47,2023-01-11 12:52:57,2023-01-12 02:18:57,Specialized Ambulance,Cryopreservation,Compromised - Significant ischemic injury
9990927,333680,26,39,2022-04-25 09:27:07,2022-04-26 04:29:07,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990928,333479,41,33,2025-01-11 06:35:22,2025-01-12 05:53:22,Air Transport (Commercial),Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990929,333655,28,34,2021-04-29 16:32:20,2021-04-30 13:41:20,Helicopter,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990930,333337,22,31,2024-06-29 07:07:42,2024-06-29 22:54:42,Helicopter,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990931,334186,14,48,2022-01-12 04:13:34,2022-01-12 20:33:34,Charter Jet,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990932,333798,29,33,2020-04-26 17:51:05,2020-04-27 16:53:05,Helicopter,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990933,333458,43,38,2018-10-28 22:49:03,2018-10-29 05:38:03,Helicopter,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990934,334142,20,11,2022-03-02 05:27:50,2022-03-02 17:19:50,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990935,333708,31,13,2022-08-07 09:19:44,2022-08-07 17:27:44,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990936,333442,48,28,2022-04-23 04:34:14,2022-04-24 00:26:14,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990937,334161,10,5,2018-07-06 06:12:49,2018-07-06 13:39:49,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990938,334122,4,25,2023-09-28 07:23:46,2023-09-28 19:52:46,Helicopter,Normothermic Machine Perfusion (NMP),Good - Minor superficial bruising - viable
9990939,333606,10,20,2018-06-24 08:02:54,2018-06-24 14:49:54,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990940,333963,18,37,2019-02-22 09:34:24,2019-02-23 08:27:24,Medical Courier Service,Cryopreservation,Compromised - Significant ischemic injury
9990941,333344,22,24,2025-03-11 20:26:26,2025-03-12 19:29:26,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990942,333487,43,34,2023-06-05 00:31:01,2023-06-05 14:57:01,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990943,334234,36,45,2020-06-12 04:49:01,2020-06-12 20:10:01,Charter Jet,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990944,334024,46,43,2021-07-16 03:05:35,2021-07-16 08:57:35,Air Transport (Commercial),Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990945,333531,40,10,2021-09-06 01:31:37,2021-09-07 02:07:37,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990946,333430,18,33,2019-10-05 09:01:57,2019-10-06 08:10:57,Helicopter,Normothermic Machine Perfusion (NMP),Fair - Some cellular damage noted - requires immediate assessment
9990947,333563,5,25,2023-05-15 08:32:24,2023-05-16 01:34:24,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990948,333589,38,46,2019-05-14 07:12:39,2019-05-14 21:48:39,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990949,333689,21,39,2022-01-23 13:55:04,2022-01-23 16:59:04,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990950,334029,4,7,2023-06-06 00:39:25,2023-06-06 14:45:25,Specialized Ambulance,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990951,333486,33,32,2024-10-27 20:53:20,2024-10-28 04:39:20,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990952,334284,27,8,2022-07-30 14:37:35,2022-07-30 17:27:35,Specialized Ambulance,Normothermic Machine Perfusion (NMP),Compromised - Significant ischemic injury
9990953,333513,15,3,2019-09-06 00:51:18,2019-09-06 08:10:18,Helicopter,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990954,333554,49,47,2024-05-31 04:21:32,2024-05-31 21:19:32,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990955,333840,28,6,2023-01-25 13:45:30,2023-01-26 04:12:30,Helicopter,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990956,333839,4,35,2022-08-23 01:37:37,2022-08-23 21:38:37,Specialized Ambulance,Cryopreservation,Compromised - Significant ischemic injury
9990957,334099,10,26,2022-09-06 08:30:14,2022-09-07 02:28:14,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990958,333875,13,18,2022-12-07 22:39:17,2022-12-08 09:15:17,Charter Jet,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990959,334004,47,9,2019-01-16 02:25:46,2019-01-16 14:25:46,Helicopter,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990960,333563,12,30,2020-10-30 04:45:45,2020-10-30 14:07:45,Charter Jet,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990961,334243,19,18,2021-11-23 13:37:48,2021-11-23 23:03:48,Air Transport (Commercial),Cryopreservation,Compromised - Significant ischemic injury
9990962,333804,41,23,2018-11-08 02:21:42,2018-11-08 15:38:42,Helicopter,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990963,333993,16,3,2018-08-02 03:09:07,2018-08-02 08:00:07,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990964,334209,22,44,2022-03-14 03:34:30,2022-03-15 01:58:30,Charter Jet,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990965,334035,47,19,2019-07-08 16:01:28,2019-07-09 07:25:28,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990966,333662,18,40,2018-10-29 03:05:38,2018-10-30 02:46:38,Medical Courier Service,Cryopreservation,Good - Minor superficial bruising - viable
9990967,333985,34,6,2023-06-17 07:49:43,2023-06-17 12:18:43,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990968,333897,18,15,2021-02-14 05:49:55,2021-02-14 17:44:55,Helicopter,Cryopreservation,Compromised - Significant ischemic injury
9990969,334015,19,50,2024-04-19 18:06:31,2024-04-19 21:09:31,Air Transport (Commercial),Cryopreservation,Excellent - No signs of damage or degradation
9990970,333652,29,2,2022-04-25 10:44:17,2022-04-25 14:21:17,Charter Jet,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990971,334165,10,45,2022-09-08 20:27:02,2022-09-09 06:00:02,Air Transport (Commercial),Cryopreservation,Excellent - No signs of damage or degradation
9990972,334065,49,22,2019-10-18 03:30:24,2019-10-18 21:19:24,Specialized Ambulance,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990973,333720,31,12,2021-01-23 10:35:45,2021-01-23 19:00:45,Charter Jet,Cryopreservation,Excellent - No signs of damage or degradation
9990974,333526,44,3,2019-07-31 01:27:39,2019-07-31 06:30:39,Air Transport (Commercial),Cryopreservation,Excellent - No signs of damage or degradation
9990975,333414,15,30,2023-10-15 04:22:59,2023-10-15 13:09:59,Helicopter,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990976,333862,24,28,2019-01-23 00:36:18,2019-01-23 21:41:18,Air Transport (Commercial),Cryopreservation,Excellent - No signs of damage or degradation
9990977,333911,23,15,2024-05-23 08:41:43,2024-05-23 21:29:43,Charter Jet,Cryopreservation,Compromised - Significant ischemic injury
9990978,333614,11,15,2024-03-15 06:24:47,2024-03-15 16:34:47,Charter Jet,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990979,333877,36,8,2020-04-24 05:59:54,2020-04-24 14:07:54,Specialized Ambulance,Cryopreservation,Good - Minor superficial bruising - viable
9990980,334280,28,29,2021-07-29 07:54:41,2021-07-30 08:16:41,Charter Jet,Static Cold Storage (SCS) in UW solution,Good - Minor superficial bruising - viable
9990981,334264,39,20,2024-01-03 04:27:03,2024-01-03 14:07:03,Air Transport (Commercial),Hypothermic Machine Perfusion (HMP),Excellent - No signs of damage or degradation
9990982,333577,28,7,2021-06-15 20:11:31,2021-06-16 08:15:31,Charter Jet,Cryopreservation,Compromised - Significant ischemic injury
9990983,333992,21,30,2019-07-18 06:22:20,2019-07-18 10:50:20,Air Transport (Commercial),Cryopreservation,Excellent - No signs of damage or degradation
9990984,334299,14,27,2018-09-16 16:00:39,2018-09-17 00:16:39,Medical Courier Service,Normothermic Machine Perfusion (NMP),Excellent - No signs of damage or degradation
9990985,333525,9,32,2023-01-19 10:17:32,2023-01-19 12:21:32,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Good - Minor superficial bruising - viable
9990986,333643,5,44,2019-07-07 13:25:19,2019-07-08 01:21:19,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990987,334131,44,37,2025-05-20 05:20:47,2025-05-21 00:03:47,Specialized Ambulance,Cryopreservation,Good - Minor superficial bruising - viable
9990988,334057,35,41,2022-11-20 09:49:33,2022-11-20 20:35:33,Charter Jet,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990989,333840,12,21,2019-12-18 23:38:15,2019-12-19 20:03:15,Charter Jet,Hypothermic Machine Perfusion (HMP),Compromised - Significant ischemic injury
9990990,333865,45,41,2025-06-02 23:14:44,2025-06-03 19:21:44,Specialized Ambulance,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990991,334097,16,50,2024-06-13 20:45:12,2024-06-14 11:42:12,Medical Courier Service,Cryopreservation,Compromised - Significant ischemic injury
9990992,333388,28,9,2023-11-03 09:56:53,2023-11-04 02:48:53,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Excellent - No signs of damage or degradation
9990993,333727,32,33,2020-06-29 03:01:47,2020-06-29 09:28:47,Air Transport (Commercial),Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990994,334188,32,35,2024-10-06 14:47:58,2024-10-06 22:38:58,Medical Courier Service,Hypothermic Machine Perfusion (HMP),Fair - Some cellular damage noted - requires immediate assessment
9990995,333397,2,39,2024-04-10 04:43:39,2024-04-11 00:44:39,Medical Courier Service,Cryopreservation,Fair - Some cellular damage noted - requires immediate assessment
9990996,333425,19,49,2020-09-23 02:48:10,2020-09-24 00:12:10,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990997,333675,36,31,2023-01-12 02:02:23,2023-01-13 01:27:23,Air Transport (Commercial),Static Cold Storage (SCS) in UW solution,Fair - Some cellular damage noted - requires immediate assessment
9990998,333645,17,18,2021-11-26 00:08:42,2021-11-26 21:31:42,Charter Jet,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9990999,333482,4,25,2019-12-17 04:50:00,2019-12-17 07:27:00,Medical Courier Service,Static Cold Storage (SCS) in UW solution,Compromised - Significant ischemic injury
9991000,333593,33,1,2022-11-23 01:59:38,2022-11-23 08:58:38,Charter Jet,Cryopreservation,Compromised - Significant ischemic injury
